web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link
"1662998152-218","https://www.zillow.com/avon-nc/sold/","39255 Angelfish Rd, Avon, NC 27915","https://www.zillow.com/homedetails/39255-Angelfish-Rd-Avon-NC-27915/228618275_zpid/","1976","6,000 sqft","Property detailsPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckWaterfront features: 4 - lots from oceanfront (5th ro, Beach Access, Boardwalk to BeachLotLot size: 6,000 sqftOther property informationParcel number: 01361700001Zoning description: Res","3","2","1,008","03/31/2021","39255 Angelfish Rd, Avon, NC 27915","$320,000","$320,000"
"1662998163-219","https://www.zillow.com/avon-nc/sold/","0 Mako Ct LOT 31, Avon, NC 27915","https://www.zillow.com/homedetails/0-Mako-Ct-LOT-31-Avon-NC-27915/2073193802_zpid/","","","","","","","06/07/2021","0 Mako Ct LOT 31, Avon, NC 27915","$48,500","$48,500"
"1662998172-220","https://www.zillow.com/avon-nc/sold/","40088 Marlin Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40088-Marlin-Dr-Avon-NC-27915/228618193_zpid/","1986","6,500 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 6,500 sqftOther property informationParcel number: 013533000","3","3","1,310","03/06/2020","40088 Marlin Dr, Avon, NC 27915","$280,000","$280,000"
"1662998183-221","https://www.zillow.com/avon-nc/sold/","40278 Moore Way LOT 11, Avon, NC 27915","https://www.zillow.com/homedetails/40278-Moore-Way-LOT-11-Avon-NC-27915/2076063189_zpid/","","","","","","","05/06/2020","40278 Moore Way LOT 11, Avon, NC 27915","$385,000","$385,000"
"1662998192-222","https://www.zillow.com/avon-nc/sold/","42198 Askins Creek Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42198-Askins-Creek-Dr-Avon-NC-27915/228619448_zpid/","1999","7,500 sqft","Property detailsLotLot size: 7,500 sqftOther property informationParcel number: 014871000","","","2,880","10/30/2020","42198 Askins Creek Dr, Avon, NC 27915","$408,000","$408,000"
"1662998201-223","https://www.zillow.com/avon-nc/sold/","42165 Askins Creek Dr LOT 63, Avon, NC 27915","https://www.zillow.com/homedetails/42165-Askins-Creek-Dr-LOT-63-Avon-NC-27915/2120374644_zpid/","","","","","","","12/16/2021","42165 Askins Creek Dr LOT 63, Avon, NC 27915","$250,000","$250,000"
"1662998227-224","https://www.zillow.com/avon-nc/sold/","0 Pony Pasture Dr LOT 3, Avon, NC 27915","https://www.zillow.com/homedetails/0-Pony-Pasture-Dr-LOT-3-Avon-NC-27915/2083499216_zpid/","","","","","","","09/19/2019","0 Pony Pasture Dr LOT 3, Avon, NC 27915","$25,000","$25,000"
"1662998240-225","https://www.zillow.com/avon-nc/sold/","40171 C C Gray Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40171-C-C-Gray-Rd-Avon-NC-27915/228618816_zpid/","1967","0.38 Acres","Property detailsParkingParking features: Off Street, UnpavedPropertyPool features: NonePatio and porch details: Covered DecksView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot size: 0.38 AcresLot features: LevelOther property informationParcel number: 014440000Zoning description: Res","3","1","1,064","03/07/2022","40171 C C Gray Rd, Avon, NC 27915","$499,000","$499,000"
"1662998253-226","https://www.zillow.com/avon-nc/sold/","40065 Marlin Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40065-Marlin-Dr-Avon-NC-27915/228618185_zpid/","2002","5,000 sqft","Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,000 sqftOther property informationParcel number: 013525000","4","4","2,262","03/06/2020","40065 Marlin Dr, Avon, NC 27915","$372,500","$372,500"
"1662998266-227","https://www.zillow.com/avon-nc/sold/","40182 Tuna Terrace Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40182-Tuna-Terrace-Ln-Avon-NC-27915/228618546_zpid/","1985","0.26 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.26 AcresOther property informationParcel number: 013933000","2","1","952","08/10/2020","40182 Tuna Terrace Ln, Avon, NC 27915","$210,500","$210,500"
"1662998278-228","https://www.zillow.com/avon-nc/sold/","40360 Ocean Isle Loop, Avon, NC 27915","https://www.zillow.com/homedetails/40360-Ocean-Isle-Loop-Avon-NC-27915/228618896_zpid/","2003","0.36 Acres","Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.36 AcresOther property informationParcel number: 014564019","6","7","3,784","08/28/2020","40360 Ocean Isle Loop, Avon, NC 27915","$780,000","$780,000"
"1662998291-229","https://www.zillow.com/avon-nc/sold/","40075 Harbor Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40075-Harbor-Rd-Avon-NC-27915/2068759084_zpid/","2012","960 sqft","Property detailsParkingParking features: No Garage, Paved, Off Street, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor Shower, DockPatio and porch details: Sun DeckView description: Harbor, SoundWaterfront features: Harborfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: Harbor,SoundLotLot size: 960 sqftLot features: Easement(s)Other property informationZoning description: R2A","2","2","960","11/29/2021","40075 Harbor Rd, Avon, NC 27915","$445,000","$445,000"
"1662998305-230","https://www.zillow.com/avon-nc/sold/","40314 Dolphin Ln #76, Avon, NC 27915","https://www.zillow.com/homedetails/40314-Dolphin-Ln-76-Avon-NC-27915/2076501371_zpid/","1970","6,500 sqft","Property detailsParkingParking features: Carport, Off Street, Paved, Underground, UnpavedHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: OceanWaterfront features: Ocean Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 6,500 sqftLot features: Adj to Park Serv./Preserv, Cul-De-Sac, LevelOther property informationZoning description: RES","3","2","1,096","01/26/2021","40314 Dolphin Ln #76, Avon, NC 27915","$400,000","$400,000"
"1662998318-231","https://www.zillow.com/avon-nc/sold/","41228 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41228-Ocean-View-Dr-Avon-NC-27915/228619198_zpid/","1994","0.34 Acres","Property detailsParkingParking features: Attached, Off Street, PavedPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, Association Pool, Private and AssociationSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 0.34 AcresLot features: LevelOther property informationParcel number: 014822032Zoning description: Res","6","3","2,232","05/27/2021","41228 Ocean View Dr, Avon, NC 27915","$600,000","$600,000"
"1662998332-232","https://www.zillow.com/avon-nc/sold/","40185 Bonito Rd #9, Avon, NC 27915","https://www.zillow.com/homedetails/40185-Bonito-Rd-9-Avon-NC-27915/228618316_zpid/","1988","","Property detailsParkingParking features: Off Street, Underground, UnpavedHas garage: YesPropertyPool features: NoneView description: Canal, Harbor, Salt Marsh, SoundWaterfront features: Semi-SoundfrontHas waterview: YesWaterview: Canal,Harbor,Salt Marsh,SoundOther property informationParcel number: 013648009Attached to another structure: YesZoning description: R2A","2","2","1,104","12/18/2020","40185 Bonito Rd #9, Avon, NC 27915","$153,000","$153,000"
"1662998344-233","https://www.zillow.com/avon-nc/sold/","40283 E Sunfish Ct, Avon, NC 27915","https://www.zillow.com/homedetails/40283-E-Sunfish-Ct-Avon-NC-27915/228618517_zpid/","1975","10,001 sqft","Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: Other, VinylView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013889000","3","2","960","01/20/2021","40283 E Sunfish Ct, Avon, NC 27915","$277,000","$277,000"
"1662998356-234","https://www.zillow.com/avon-nc/sold/","39278 Wahoo Cir LOT 25, Avon, NC 27915","https://www.zillow.com/homedetails/39278-Wahoo-Cir-LOT-25-Avon-NC-27915/2076055016_zpid/","","","","","","","07/23/2020","39278 Wahoo Cir LOT 25, Avon, NC 27915","$395,000","$395,000"
"1662998367-235","https://www.zillow.com/avon-nc/sold/","41239 Portside Dr LOT 1828, Avon, NC 27915","https://www.zillow.com/homedetails/41239-Portside-Dr-LOT-1828-Avon-NC-27915/2086067959_zpid/","","","","","","","06/18/2021","41239 Portside Dr LOT 1828, Avon, NC 27915","$60,000","$60,000"
"1662998377-236","https://www.zillow.com/avon-nc/sold/","39810 State Highway 12, Avon, NC 27915","https://www.zillow.com/homedetails/39810-State-Highway-12-Avon-NC-27915/228618396_zpid/","2003","6,499 sqft","Property detailsPropertySpa included: YesExterior features: VinylLotLot size: 6,499 sqftOther property informationParcel number: 013736000","4","4","2,638","09/08/2020","39810 State Highway 12, Avon, NC 27915","$308,500","$308,500"
"1662998387-237","https://www.zillow.com/avon-nc/sold/","39000 Windy Ln LOT 1, Avon, NC 27915","https://www.zillow.com/homedetails/39000-Windy-Ln-LOT-1-Avon-NC-27915/2076063317_zpid/","1998","1.08 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Canal, Salt Marsh, SoundWaterfront features: Soundfront, Waterfront, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Canal,Salt Marsh,SoundLotLot size: 1.08 AcresLot features: LevelOther property informationZoning description: Res","5","5","2,428","11/02/2020","39000 Windy Ln LOT 1, Avon, NC 27915","$620,000","$620,000"
"1662998398-238","https://www.zillow.com/avon-nc/sold/","39246 Angelfish Rd, Avon, NC 27915","https://www.zillow.com/homedetails/39246-Angelfish-Rd-Avon-NC-27915/228618302_zpid/","1986","5,501 sqft","Property detailsPropertyExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,501 sqftOther property informationParcel number: 013639000","3","2","1,008","11/03/2020","39246 Angelfish Rd, Avon, NC 27915","$275,000","$275,000"
"1662998408-239","https://www.zillow.com/avon-nc/sold/","39222 Island Creek Dr, Avon, NC 27915","https://www.zillow.com/homedetails/39222-Island-Creek-Dr-Avon-NC-27915/2067606864_zpid/","2001","No Data","Property detailsParkingParking features: No Garage, Paved, UndergroundHas garage: YesPropertyPool features: Outdoor Pool, In Ground, Gunite, Association Pool, AssociationExterior features: Outdoor Shower, Dock, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot features: Corner Lot, LevelOther property informationZoning description: R-2","4","4","2,032","01/14/2022","39222 Island Creek Dr, Avon, NC 27915","$730,000","$730,000"
"1662998418-240","https://www.zillow.com/avon-nc/sold/","42655 State Highway 12, Avon, NC 27915","https://www.zillow.com/homedetails/42655-State-Highway-12-Avon-NC-27915/86653449_zpid/","1980","10,497 sqft","Property detailsPropertySpa included: YesExterior features: OtherLotLot size: 10,497 sqftOther property informationParcel number: 014837000","4","3","1,496","12/11/2020","42655 State Highway 12, Avon, NC 27915","$475,000","$475,000"
"1662998428-241","https://www.zillow.com/avon-nc/sold/","41209 Portside Dr LOT 1830, Avon, NC 27915","https://www.zillow.com/homedetails/41209-Portside-Dr-LOT-1830-Avon-NC-27915/2071211172_zpid/","","","","","","","11/18/2021","41209 Portside Dr LOT 1830, Avon, NC 27915","$65,000","$65,000"
"1662998439-242","https://www.zillow.com/avon-nc/sold/","39077 Tarpon Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39077-Tarpon-Ln-Avon-NC-27915/228618574_zpid/","1980","","Property detailsPropertyExterior features: OtherLotLot size: 10,000 sqftOther property informationParcel number: 013966000","3","2","960","09/08/2020","39077 Tarpon Ln, Avon, NC 27915","$261,000","$261,000"
"1662998449-243","https://www.zillow.com/avon-nc/sold/","40269 Williams Road, Avon, NC 27915","https://www.zillow.com/homedetails/40269-Williams-Road-Avon-NC-27915/2087844149_zpid/","2020","0.58 Acres","Property detailsParkingParking features: CarportCarport: YesPropertyPool features: NonePatio and porch details: Covered DecksView description: Canal, SoundWaterfront features: Canal Front, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot size: 0.58 AcresLot features: LevelOther property informationZoning description: Res","3","2","1,254","01/21/2021","40269 Williams Road, Avon, NC 27915","$359,000","$359,000"
"1662998459-244","https://www.zillow.com/avon-nc/sold/","39166 N Albacore Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39166-N-Albacore-Ln-Avon-NC-27915/228618451_zpid/","1994","7,000 sqft","Property detailsParkingParking features: Off StreetPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Storage, DockPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: Canal, SoundWaterfront features: Canal Front, Bulkheaded, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot size: 7,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 013806000Zoning description: Res","4","3","2,240","04/20/2022","39166 N Albacore Ln, Avon, NC 27915","$575,000","$575,000"
"1662998469-245","https://www.zillow.com/avon-nc/sold/","40145 Bonito Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40145-Bonito-Rd-Avon-NC-27915/2081438767_zpid/","","","","1","1","736","11/12/2019","40145 Bonito Rd, Avon, NC 27915","$125,000","$125,000"
"1662998480-246","https://www.zillow.com/avon-nc/sold/","0 Pony Pasture Dr LOT 20, Avon, NC 27915","https://www.zillow.com/homedetails/0-Pony-Pasture-Dr-LOT-20-Avon-NC-27915/2072238870_zpid/","","","","","","","05/06/2021","0 Pony Pasture Dr LOT 20, Avon, NC 27915","$56,500","$56,500"
"1662998490-247","https://www.zillow.com/avon-nc/sold/","39068 Porpoise Pl, Avon, NC 27915","https://www.zillow.com/homedetails/39068-Porpoise-Pl-Avon-NC-27915/228618373_zpid/","1989","7,000 sqft","Property detailsPropertySpa included: YesExterior features: OtherLotLot size: 7,000 sqftOther property informationParcel number: 013708000","4","3","1,828","12/09/2020","39068 Porpoise Pl, Avon, NC 27915","$485,000","$485,000"
"1662998509-248","https://www.zillow.com/avon-nc/sold/","40175 Avlona Dr LOT 31, Avon, NC 27915","https://www.zillow.com/homedetails/40175-Avlona-Dr-LOT-31-Avon-NC-27915/2076054722_zpid/","","","","","","","12/19/2019","40175 Avlona Dr LOT 31, Avon, NC 27915","$70,000","$70,000"
"1662998520-249","https://www.zillow.com/avon-nc/sold/","40240 Ocean Isle Loop LOT 25, Avon, NC 27915","https://www.zillow.com/homedetails/40240-Ocean-Isle-Loop-LOT-25-Avon-NC-27915/2079563136_zpid/","2004","0.41 Acres","Property detailsParkingParking features: Carport, Off StreetCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Sun DeckView description: OceanWaterfront features: 4 - lots from oceanfront (5th roHas waterview: YesWaterview: OceanLotLot size: 0.41 AcresLot features: LevelOther property informationZoning description: res","7","7","3,652","12/15/2020","40240 Ocean Isle Loop LOT 25, Avon, NC 27915","$590,000","$590,000"
"1662998530-250","https://www.zillow.com/avon-nc/sold/","40041 Marlin Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40041-Marlin-Dr-Avon-NC-27915/337483777_zpid/","2020","5,500 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,500 sqftOther property informationParcel number: 013523000","3","2","1,565","02/24/2020","40041 Marlin Dr, Avon, NC 27915","$100,000","$100,000"
"1662998541-251","https://www.zillow.com/avon-nc/sold/","41623 Starboard Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41623-Starboard-Dr-Avon-NC-27915/228619233_zpid/","1995","0.30 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.30 AcresOther property informationParcel number: 014822071","3","2.5","1,752","10/25/2021","41623 Starboard Dr, Avon, NC 27915","$350,000","$350,000"
