web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link,PaginationLinks,PaginationLinks-href
"1659554503-1362","https://www.zillow.com/frisco-nc/sold/","50160 Timber Trl, Frisco, NC 27936","https://www.zillow.com/homedetails/50160-Timber-Trl-Frisco-NC-27936/247062435_zpid/","2017","8,365 sqft","Property detailsParkingTotal spaces: 1Parking features: Garage Door Opener, 1 Car, Attached, Parking Garage, PavedGarage spaces: 1PropertyPool features: NoneExterior features: Storage, Dry EntryPatio and porch details: Covered Decks, PatioView description: Salt MarshWaterfront features: NoneResidential vegetation: WoodedHas waterview: YesWaterview: Salt MarshLotLot size: 8,365 sqftLot size dimensions: .19Lot features: LevelOther property informationParcel number: 012011000Zoning description: S-1","2","2","1,351","10/20/2021","50160 Timber Trl, Frisco, NC 27936","$389,000","$389,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/3_p/"
"1659561169-2111","https://www.zillow.com/avon-nc/sold/","0 Jarvis Gray Ln LOT 2, Avon, NC 27915","https://www.zillow.com/homedetails/0-Jarvis-Gray-Ln-LOT-2-Avon-NC-27915/2092384585_zpid/","null","null","HOA and financial detailsOther financial informationAnnual tax amount: $316","null","null","null","09/08/2021","0 Jarvis Gray Ln LOT 2, Avon, NC 27915","$59,900","$59,900","Chevron Right","https://www.zillow.com/avon-nc/sold/6_p/"
"1659560200-1744","https://www.zillow.com/avon-nc/sold/","39198 W Sunfish Ct LOT 135, Avon, NC 27915","https://www.zillow.com/homedetails/39198-W-Sunfish-Ct-LOT-135-Avon-NC-27915/2076059066_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Avon","null","null","null","07/13/2020","39198 W Sunfish Ct LOT 135, Avon, NC 27915","$335,000","$335,000","Chevron Right","https://www.zillow.com/avon-nc/sold/15_p/"
"1659560108-1707","https://www.zillow.com/avon-nc/sold/","40485 Ocean Isle Loop, Avon, NC 27915","https://www.zillow.com/homedetails/40485-Ocean-Isle-Loop-Avon-NC-27915/228618892_zpid/","2004","0.41 Acres","Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.41 AcresOther property informationParcel number: 014564014","7","9","5,002","04/13/2020","40485 Ocean Isle Loop, Avon, NC 27915","$840,000","$840,000","Chevron Right","https://www.zillow.com/avon-nc/sold/16_p/"
"1659559886-1620","https://www.zillow.com/avon-nc/sold/","40273 S Beachcomber Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40273-S-Beachcomber-Dr-Avon-NC-27915/228618191_zpid/","1976","6,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 6,000 sqftOther property informationParcel number: 013530000","3","2","1,152","08/27/2019","40273 S Beachcomber Dr, Avon, NC 27915","$248,000","$248,000","Chevron Right","https://www.zillow.com/avon-nc/sold/19_p/"
"1659561153-2105","https://www.zillow.com/avon-nc/sold/","40180 Bonito Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40180-Bonito-Rd-Avon-NC-27915/228618325_zpid/","1990","7,500 sqft","Property detailsParkingTotal spaces: 1Parking features: 1 Car, Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun Deck, Roof Top DeckView description: Canal, SoundWaterfront features: Canal Front, Bulkheaded, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot size: 7,500 sqftLot features: LandscapedOther property informationParcel number: 013649000Zoning description: R - 1","3","2","1,150","09/01/2021","40180 Bonito Rd, Avon, NC 27915","$330,000","$330,000","Chevron Right","https://www.zillow.com/avon-nc/sold/6_p/"
"1659560086-1698","https://www.zillow.com/avon-nc/sold/","40197 Bonito Rd LOT 8 & PT11, Avon, NC 27915","https://www.zillow.com/homedetails/40197-Bonito-Rd-LOT-8-PT11-Avon-NC-27915/2076063281_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Avon","null","null","null","03/18/2020","40197 Bonito Rd LOT 8 & PT11, Avon, NC 27915","$280,000","$280,000","Chevron Right","https://www.zillow.com/avon-nc/sold/17_p/"
"1659551869-866","https://www.zillow.com/rodanthe-nc/","23018 G A Kohler Ct, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23018-G-A-Kohler-Ct-Rodanthe-NC-27968/2075388305_zpid/","2003","0.38 Acres","Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.38 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","8","9","3,192","02/16/2021","23018 G A Kohler Ct, Rodanthe, NC 27968","$710,000","$710,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/5_p/"
"1659554404-1324","https://www.zillow.com/frisco-nc/sold/","53321 State Highway 12, Frisco, NC 27936","https://www.zillow.com/homedetails/53321-State-Highway-12-Frisco-NC-27936/2078023663_zpid/","Built in 2001","No data","Property detailsParkingParking features: No GaragePropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckWaterfront features: NoneOther property informationZoning description: S-1","1","1","2,449","06/16/2021","53321 State Highway 12, Frisco, NC 27936","$355,000","null","Chevron Right","https://www.zillow.com/frisco-nc/sold/4_p/"
"1659560880-2009","https://www.zillow.com/avon-nc/sold/","39311 Wahoo Cir, Avon, NC 27915","https://www.zillow.com/homedetails/39311-Wahoo-Cir-Avon-NC-27915/228618225_zpid/","1984","8,000 sqft","Property detailsParkingParking features: PavedPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 8,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 013563000Zoning description: R-1","4","5","2,400","04/05/2021","39311 Wahoo Cir, Avon, NC 27915","$769,000","$769,000","Chevron Right","https://www.zillow.com/avon-nc/sold/9_p/"
"1659554214-1252","https://www.zillow.com/frisco-nc/sold/","53205 Runboat Cir LOT 34, Frisco, NC 27936","https://www.zillow.com/homedetails/53205-Runboat-Cir-LOT-34-Frisco-NC-27936/2086123154_zpid/","1987","8,000 sqft","Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckWaterfront features: More than 5th rowLotLot size: 8,000 sqftLot features: LevelOther property informationZoning description: RES","3","2","864","01/08/2021","53205 Runboat Cir LOT 34, Frisco, NC 27936","$269,500","$269,500","Chevron Right","https://www.zillow.com/frisco-nc/sold/6_p/"
"1659551459-713","https://www.zillow.com/rodanthe-nc/","24235 Ocean Dr S LOT 11, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24235-Ocean-Dr-S-LOT-11-Rodanthe-NC-27968/2076055253_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Rodanthe","null","null","null","09/30/2019","24235 Ocean Dr S LOT 11, Rodanthe, NC 27968","$529,000","$529,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/9_p/"
"1659551791-836","https://www.zillow.com/rodanthe-nc/","23180 Corbina Dr, Waves, NC 27982","https://www.zillow.com/homedetails/23180-Corbina-Dr-Waves-NC-27982/228616865_zpid/","1986","10,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011480000","3","2","1,008","12/09/2020","23180 Corbina Dr, Waves, NC 27982","$350,000","$350,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/6_p/"
"1659564738-2212","https://www.zillow.com/buxton-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659566792-2567","https://www.zillow.com/hatteras-nc/sold/","58219 Smell Wreck Ln, Hatteras, NC 27943","https://www.zillow.com/homedetails/58219-Smell-Wreck-Ln-Hatteras-NC-27943/308901264_zpid/","1988","7,500 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 7,500 sqftOther property informationParcel number: 015798000","3","2.5","1,456","02/26/2021","58219 Smell Wreck Ln, Hatteras, NC 27943","$407,500","$407,500","Chevron Right","https://www.zillow.com/hatteras-nc/sold/5_p/"
"1659560990-2049","https://www.zillow.com/avon-nc/sold/","0 Pony Pasture Dr LOT 19, Avon, NC 27915","https://www.zillow.com/homedetails/0-Pony-Pasture-Dr-LOT-19-Avon-NC-27915/2072238932_zpid/","null","null","HOA and financial detailsHOAHas HOA: YesAmenities included: Ocean Access, Outdoor-Comm. Tennis, Outdoor-Comm. Pool, Common AreaOther financial informationAnnual tax amount: $323","null","null","null","05/06/2021","0 Pony Pasture Dr LOT 19, Avon, NC 27915","$50,000","$50,000","Chevron Right","https://www.zillow.com/avon-nc/sold/8_p/"
"1659560757-1961","https://www.zillow.com/avon-nc/sold/","39182 N Albacore Ln LOT 169, Avon, NC 27915","https://www.zillow.com/homedetails/39182-N-Albacore-Ln-LOT-169-Avon-NC-27915/2095978352_zpid/","2005","6,000 sqft","Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, Private Pool, PrivateExterior features: Dock, Dry EntryPatio and porch details: Sun DeckView description: Canal, SoundWaterfront features: Canal Front, Bulkheaded, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot size: 6,000 sqftOther property informationZoning description: R-1","3","3","1,570","01/25/2021","39182 N Albacore Ln LOT 169, Avon, NC 27915","$384,000","$384,000","Chevron Right","https://www.zillow.com/avon-nc/sold/10_p/"
"1659565722-2325","https://www.zillow.com/hatteras-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659564863-2278","https://www.zillow.com/buxton-nc/sold/","46204 Doc Folb Ln #1, Buxton, NC 27920","https://www.zillow.com/homedetails/46204-Doc-Folb-Ln-1-Buxton-NC-27920/2077587708_zpid/","null","null","HOA and financial detailsOther financial informationAnnual tax amount: $512","null","null","null","11/13/2020","46204 Doc Folb Ln #1, Buxton, NC 27920","$115,000","$115,000","Chevron Right","https://www.zillow.com/buxton-nc/sold/2_p/"
"1659560533-1875","https://www.zillow.com/avon-nc/sold/","39308 Sandfiddler Ln LOT 55, Avon, NC 27915","https://www.zillow.com/homedetails/39308-Sandfiddler-Ln-LOT-55-Avon-NC-27915/2099898430_zpid/","1975","No Data","Property detailsParkingParking features: Off Street, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanOther property informationZoning description: RES","3","2","1,128","10/27/2020","39308 Sandfiddler Ln LOT 55, Avon, NC 27915","$420,000","$420,000","Chevron Right","https://www.zillow.com/avon-nc/sold/12_p/"
"1659567032-2664","https://www.zillow.com/hatteras-nc/sold/","56358 State Highway 12 #5, Buxton, NC 27943","https://www.zillow.com/homedetails/56358-State-Highway-12-5-Buxton-NC-27943/243987067_zpid/","1988","null","Property detailsPropertyExterior features: OtherOther property informationParcel number: 026563005","1","1","698","11/23/2021","56358 State Highway 12 #5, Buxton, NC 27943","$178,000","$178,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/2_p/"
"1659551822-848","https://www.zillow.com/rodanthe-nc/","24209 Caribbean Ct LOT 7, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24209-Caribbean-Ct-LOT-7-Rodanthe-NC-27968/2076501817_zpid/","2004","0.41 Acres","Property detailsParkingParking features: Paved, Off Street, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Fiberglass, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, Pond, SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Ocean,Pond,SoundLotLot size: 0.41 AcresLot features: Cul-De-Sac, Level, LandscapedOther property informationZoning description: Res","6","6","3,514","01/13/2021","24209 Caribbean Ct LOT 7, Rodanthe, NC 27968","$629,000","$629,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/6_p/"
"1659554608-1401","https://www.zillow.com/frisco-nc/sold/","50046 Treacher Ln, Frisco, NC 27920","https://www.zillow.com/homedetails/50046-Treacher-Ln-Frisco-NC-27920/228617097_zpid/","1992","6,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 6,000 sqftOther property informationParcel number: 012066000","3","2","1,008","01/21/2022","50046 Treacher Ln, Frisco, NC 27920","$283,000","$283,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/2_p/"
"1659566525-2459","https://www.zillow.com/hatteras-nc/sold/","56191 Borgobello Ln LOT 1A, Hatteras, NC 27943","https://www.zillow.com/homedetails/56191-Borgobello-Ln-LOT-1A-Hatteras-NC-27943/2076060083_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Hatteras","null","null","null","07/02/2020","56191 Borgobello Ln LOT 1A, Hatteras, NC 27943","$535,000","$535,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/8_p/"
"1659566472-2440","https://www.zillow.com/hatteras-nc/sold/","56821 State Highway 12 #15, Hatteras, NC 27943","https://www.zillow.com/homedetails/56821-State-Highway-12-15-Hatteras-NC-27943/228620453_zpid/","2005","null","Property detailsPropertyExterior features: OtherOther property informationParcel number: 016033000","1","1","272","03/23/2020","56821 State Highway 12 #15, Hatteras, NC 27943","$147,500","$147,500","Chevron Right","https://www.zillow.com/hatteras-nc/sold/9_p/"
"1659552186-985","https://www.zillow.com/rodanthe-nc/","23020 Cross Of Honor Way, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23020-Cross-Of-Honor-Way-Rodanthe-NC-27968/2068909811_zpid/","1999","0.78 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, DockPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Soundfront, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.78 AcresLot features: LevelOther property informationZoning description: Res","6","7","3,252","11/19/2021","23020 Cross Of Honor Way, Rodanthe, NC 27968","$789,500","$789,500","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/2_p/"
"1659560425-1834","https://www.zillow.com/avon-nc/sold/","42182 Askins Creek Dr LOT 42R, Avon, NC 27915","https://www.zillow.com/homedetails/42182-Askins-Creek-Dr-LOT-42R-Avon-NC-27915/2082314646_zpid/","null","null","HOA and financial detailsOther financial informationAnnual tax amount: $1,080","null","null","null","09/29/2020","42182 Askins Creek Dr LOT 42R, Avon, NC 27915","$110,000","$110,000","Chevron Right","https://www.zillow.com/avon-nc/sold/13_p/"
"1659551876-869","https://www.zillow.com/rodanthe-nc/","23169 Wimble Shoals Dr #2, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23169-Wimble-Shoals-Dr-2-Rodanthe-NC-27968/2073578463_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Rodanthe","null","null","null","02/19/2021","23169 Wimble Shoals Dr #2, Rodanthe, NC 27968","$75,000","$75,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/5_p/"
"1659552269-1017","https://www.zillow.com/rodanthe-nc/","24502 State Highway 12 #17, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24502-State-Highway-12-17-Rodanthe-NC-27968/228617495_zpid/","2009","null","Property detailsPropertyExterior features: OtherLotLot size: 3.40 AcresOther property informationParcel number: 012815001","3","3","1,648","02/16/2022","24502 State Highway 12 #17, Rodanthe, NC 27968","$435,000","$435,000","",""
