StreetAddress,ListingLink-href,YearBuilt,LotSize,Bedrooms,Bathrooms,Size,DateSold,Price,City,Zip,PropertyDetails,PrivatePool,OceanFront,SoundFront,CanalFront,BeachAccess,WaterView,LotsFromOceanFront,MonthsSold
27004 4th St,https://www.zillow.com/homedetails/27004-4th-St-Salvo-NC-27972/2069666613_zpid/,2021,0.34,4.0,4.0,2041.0,2021-12-01,775000.0,Salvo,27972,"Property detailsParkingParking features: Off Street, UnpavedPropertyPool features: NoneExterior features: LightingPatio and porch details: Covered Decks, Sun DeckView description: Lake/River, OceanWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: Lake/River,OceanLotLot size: 0.34 AcresLot features: Cul-De-Sac, Easement(s), LevelOther property informationZoning description: Res",0,0,0,0,1,1,1,9.391924188482081
27004 Ocean St,https://www.zillow.com/homedetails/27004-Ocean-St-Salvo-NC-27972/228592951_zpid/,2005,0.47,8.0,10.0,4228.0,2021-04-30,750000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.47 AcresLot features: LevelOther property informationParcel number: 000432001Zoning description: Res",1,0,0,0,1,1,0,16.45572426651243
27013 3rd St,https://www.zillow.com/homedetails/27013-3rd-St-Salvo-NC-27972/86651698_zpid/,1985,0.0,3.0,1.5,720.0,2021-05-11,155000.0,Salvo,27972,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 9,500 sqftOther property informationParcel number: 013344000",0,0,0,0,0,1,0,16.094320541589948
27030 Ocean St,https://www.zillow.com/homedetails/27030-Ocean-St-Salvo-NC-27972/228617945_zpid/,1987,0.25,5.0,5.0,2240.0,2022-03-21,765000.0,Salvo,27972,"Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.25 AcresLot size dimensions: 110  x  100Lot features: LevelOther property informationParcel number: 013260022Zoning description: S-1",1,0,0,0,1,1,0,5.777886939257251
27033 2nd St,https://www.zillow.com/homedetails/27033-2nd-St-Salvo-NC-27972/303961611_zpid/,2019,0.22959136822773185,3.0,2.0,1228.0,2020-12-14,355000.0,Salvo,27972,"Property detailsPropertySpa included: YesExterior features: VinylView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013343011, Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckWaterfront features: More than 5th row, Beach AccessLotLot size: 10,000 sqftLot features: Easement(s), LevelOther property informationZoning description: S-1",0,0,0,0,1,1,0,20.956843386001538
27044 Park Rd,https://www.zillow.com/homedetails/27044-Park-Rd-Salvo-NC-27972/228617988_zpid/,1969,0.28,2.0,2.0,550.0,2022-08-19,275000.0,Salvo,27972,"Property detailsParkingParking features: No Garage, Off Street, UnpavedPropertyPool features: NoneExterior features: StoragePatio and porch details: Sun DeckWaterfront features: More than 5th row, Beach AccessLotLot size: 0.28 AcresLot size dimensions: 95.30 x 115.71 x 85.44 x 131.28Lot features: LevelOther property informationParcel number: 013320001Zoning description: S-1",0,0,0,0,1,0,0,0.8167994425940757
27046 4th St,https://www.zillow.com/homedetails/27046-4th-St-Salvo-NC-27972/247062862_zpid/,1988,0.45,4.0,2.0,2248.0,2020-05-11,335000.0,Salvo,27972,Property detailsParkingTotal spaces: 2PropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.45 AcresOther property informationParcel number: 014356000,0,0,0,0,0,1,0,28.086353232199613
27052 Ocean St,https://www.zillow.com/homedetails/27052-Ocean-St-LOT-21-Salvo-NC-27972/2076059260_zpid/,1987,0.25,4.0,3.0,1568.0,2020-09-24,348000.0,Salvo,27972,"Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.25 AcresLot features: LevelOther property informationZoning description: Res, Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.25 AcresOther property informationParcel number: 013260021",0,0,0,0,1,1,0,23.618088996794366
27073 5th St,https://www.zillow.com/homedetails/27073-5th-St-Salvo-NC-27972/228618014_zpid/,2002,0.2066115702479339,5.0,6.0,2650.0,2021-07-09,700000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Concrete, Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 9,000 sqftLot features: LevelOther property informationParcel number: 013355028Zoning description: S1",1,0,0,0,1,1,0,14.155882380642085
27091 5th St,https://www.zillow.com/homedetails/27091-5th-St-Salvo-NC-27972/228618013_zpid/,1990,0.22959136822773185,4.0,3.0,1722.0,2020-06-10,345000.0,Salvo,27972,"Property detailsParkingTotal spaces: 4Parking features: Carport, Off-streetPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013355000",1,0,0,0,0,1,0,27.10070670968375
27092 4th St,https://www.zillow.com/homedetails/27092-4th-St-Kitty-Hawk-NC-27972/247063267_zpid/,2015,0.21808999081726355,4.0,3.0,1802.0,2022-03-02,580000.0,Salvo,27972,"Property detailsParkingParking features: Garage - DetachedPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 9,500 sqftOther property informationParcel number: 026441000, Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, StoragePatio and porch details: Covered DecksView description: Ocean, SoundWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot features: LevelOther property informationZoning description: S-1",0,0,0,0,1,1,1,6.402129736850632
27129 Ocean St,https://www.zillow.com/homedetails/27129-Ocean-St-Salvo-NC-27972/249922357_zpid/,1993,0.46,6.0,6.0,2984.0,2021-11-11,960000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Off StreetCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivatePatio and porch details: Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.46 AcresLot size dimensions: 20000Lot features: Adj to Park Serv./Preserv, Corner Lot, LevelOther property informationParcel number: 027104003Zoning description: s-1",1,1,0,0,1,1,0,10.049021870159324
27145 Ocean St,https://www.zillow.com/homedetails/27145-Ocean-St-Salvo-NC-27972/2098983159_zpid/,2016,0.29,6.0,8.0,4794.0,2021-10-26,1900000.0,Salvo,27972,"Property detailsParkingParking features: Garage Door Opener, Attached, Off StreetAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: In Ground, Fiberglass, Heated Salt, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckFencing: FencedView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessFrontage length: Waterfront: 71Has waterview: YesWaterview: Ocean,SoundLotLot size: 0.29 AcresLot size dimensions: 71'  x  172'Lot features: Adj to Park Serv./PreservOther property informationZoning description: res, Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 0.29 AcresOther property informationParcel number: 014347000",1,1,0,0,1,1,0,10.574700015501117
27182 W Dory Rd,https://www.zillow.com/homedetails/27182-W-Dory-Rd-Salvo-NC-27972/228617917_zpid/,1997,0.34,3.0,4.0,2496.0,2022-02-18,675000.0,Salvo,27972,"Property detailsParkingParking features: Underground, UnpavedHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered DecksView description: Ocean, SoundWaterfront features: Soundfront, WaterfrontHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: Cul-De-Sac, LevelOther property informationParcel number: 013221001Zoning description: Res",0,0,1,0,0,1,0,6.796388345856976
27188 Happy Crab Way,https://www.zillow.com/homedetails/27188-Happy-Crab-Way-Salvo-NC-27972/228633160_zpid/,1983,2.35,3.0,4.0,2424.0,2022-01-10,874000.0,Salvo,27972,"Property detailsParkingParking features: Attached, Off Street, UnpavedPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Storage, Dock, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: Salt Marsh, SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: Salt Marsh,SoundLotLot size: 2.35 AcresLot features: Cul-De-Sac, Level, LandscapedOther property informationParcel number: 028938000Zoning description: Res",0,0,1,0,0,1,0,8.077728825127599
27189 Wellington Ln,https://www.zillow.com/homedetails/27189-Wellington-Ln-Salvo-NC-27972/228617932_zpid/,1940,0.48,2.0,1.0,961.0,2020-09-15,235000.0,Salvo,27972,Property detailsPropertyExterior features: OtherLotLot size: 0.48 AcresOther property informationParcel number: 013235002,0,0,0,0,0,0,0,23.913782953549127
27190 Black Dog Ln,https://www.zillow.com/homedetails/27190-Black-Dog-Ln-Salvo-NC-27972/303961609_zpid/,2018,0.05,4.0,3.5,2035.0,2019-09-20,484500.0,Salvo,27972,"Property detailsPropertyExterior features: OtherLotLot size: 2,178 sqftOther property informationParcel number: 013302004",0,0,0,0,0,0,0,35.77439610782334
27190 Live Oak Ct,https://www.zillow.com/homedetails/27190-Live-Oak-Ct-Salvo-NC-27972/247063264_zpid/,2008,0.62,6.0,8.0,3641.0,2021-02-12,968500.0,Salvo,27972,"Property detailsParkingParking features: PavedPropertyPrivate pool: YesPool features: Fiberglass, Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Soundfront, WaterfrontResidential vegetation: WoodedHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.62 AcresLot features: Cul-De-Sac, LevelOther property informationParcel number: 026438003Zoning description: S-1",1,0,1,0,0,1,0,18.985550340969812
27193 Sunset Dr,https://www.zillow.com/homedetails/27193-Sunset-Dr-Salvo-NC-27972/228617885_zpid/,2004,0.34,6.0,7.0,3320.0,2020-01-10,450000.0,Salvo,27972,Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteLotLot size: 0.34 AcresOther property informationParcel number: 013193005,1,0,0,0,0,0,0,32.094649090430785
27194 Black Dog Ln,https://www.zillow.com/homedetails/27194-Black-Dog-Ln-Salvo-NC-27972/333781521_zpid/,2020,0.059986225895316804,4.0,4.0,2281.0,2020-09-11,499000.0,Salvo,27972,"Property detailsPropertyExterior features: OtherLotLot size: 2,613 sqftOther property informationParcel number: 013302003, Property detailsParkingParking features: Carport, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: DockView description: SoundWaterfront features: Semi-SoundfrontHas waterview: YesWaterview: SoundLotLot features: LevelOther property informationAdditional structures included: GazeboZoning description: res",0,0,0,0,0,1,0,24.045202489884574
27194 W Dory Rd,https://www.zillow.com/homedetails/27194-W-Dory-Rd-Salvo-NC-27972/228617920_zpid/,1977,0.2295684113865932,3.0,1.5,920.0,2021-11-24,165000.0,Salvo,27972,"Property detailsPropertyExterior features: OtherLotLot size: 10,000 sqftOther property informationParcel number: 013226000",0,0,0,0,0,0,0,9.621908377069117
27197 Sunset Dr,https://www.zillow.com/homedetails/27197-Sunset-Dr-Salvo-NC-27972/228617884_zpid/,2004,0.36,6.0,6.0,3500.0,2021-10-05,566000.0,Salvo,27972,"Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered DecksView description: SoundWaterfront features: NoneFrontage length: Roadfront: 95Has waterview: YesWaterview: SoundLotLot size: 0.36 AcresLot size dimensions: 95  x  156  x  100  x  177Lot features: LevelOther property informationParcel number: 013193003Zoning description: S-1",1,0,0,0,0,1,0,11.26465258126222
27198 Black Dog Ln,https://www.zillow.com/homedetails/27198-Black-Dog-Ln-Salvo-NC-27972/247062586_zpid/,2016,0.05509641873278237,4.0,4.0,2281.0,2021-07-02,620000.0,Salvo,27972,"Property detailsParkingParking features: Carport, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Outdoor Shower, Dock, Dry EntryView description: SoundWaterfront features: Semi-SoundfrontHas waterview: YesWaterview: SoundLotLot size: 2,400 sqftOther property informationAdditional structures included: GazeboParcel number: 013302002Zoning description: Res",0,0,0,0,0,1,0,14.385866569229119
27200 Black Dog Ln,https://www.zillow.com/homedetails/27200-Black-Dog-Ln-LOT-1-Salvo-NC-27972/2085329679_zpid/,2020,0.0573921028466483,5.0,5.0,2581.0,2020-08-20,535000.0,Salvo,27972,"Property detailsParkingParking features: CarportLotLot size: 2,400 sqft, Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dock, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: Semi-SoundfrontHas waterview: YesWaterview: SoundLotLot size: 2,500 sqftLot features: LevelOther property informationAdditional structures included: GazeboParcel number: 013302001Zoning description: Res",0,0,0,0,0,1,0,24.76800993972954
27200 Sunset Ct,https://www.zillow.com/homedetails/27200-Sunset-Ct-Salvo-NC-27972/249668971_zpid/,2005,0.34,6.0,7.0,3288.0,2021-06-22,619000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Semi-Soundfront, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: Cul-De-Sac, Level, LandscapedOther property informationParcel number: 031158000Zoning description: Res",1,0,0,0,1,1,0,14.71441541006774
27201 Black Dog Ln,https://www.zillow.com/homedetails/27201-Black-Dog-Ln-Salvo-NC-27972/86651682_zpid/,2007,0.0,6.0,8.0,4300.0,2022-04-29,1665000.0,Salvo,27972,"Property detailsParkingParking features: No GaragePropertyPrivate pool: YesPool features: Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateView description: Harbor, Ocean, SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: Harbor,Ocean,SoundOther property informationParcel number: 013302007Zoning description: res",1,0,1,0,0,1,0,4.49654645998663
